"","Tranche2CDSValue_0.0005","Tranche2CDSValue_0.0008","Tranche2CDSValue_0.0012","Tranche2CDSValue_0.0016","Tranche2CDSValue_0.0028","Date"
"1628",962023.05319812,-439862.795220473,-2309043.92644526,-4178225.05767005,-9785768.45134443,2011-09-20
"1629",1032057.06960394,-340222.497064435,-2169928.5859556,-3999634.67484677,-9488752.94152027,2011-09-21
"1630",1114843.30900016,-220855.821741588,-2001787.99606392,-3782720.17038625,-9125516.69335325,2011-09-22
"1631",1143779.03534152,-198616.146138457,-1988476.38811176,-3778336.63008507,-9147917.35600499,2011-09-23
"1632",1181538.88802063,-159397.097121959,-1947311.74397875,-3735226.39083554,-9098970.33140591,2011-09-26
"1633",1217295.83799343,-129975.280759281,-1926336.77242957,-3722698.26409986,-9111782.73911072,2011-09-27
"1634",1239477.6588011,-110626.748752451,-1910765.95882385,-3710905.16889526,-9111322.79910947,2011-09-28
"1635",1264075.53581397,-85905.7351515827,-1885880.76310565,-3685855.79105972,-9085780.87492193,2011-09-29
"1636",1290246.71437877,-55300.5611368207,-1849363.59515761,-3643426.62917839,-9025615.73124075,2011-09-30
"1637",1298512.29258097,-46434.0956175315,-1839695.94654887,-3632957.7974802,-9012743.35027421,2011-10-03
"1638",1310563.53408485,-28283.7737700294,-1813413.51757653,-3598543.26138303,-8953932.49280253,2011-10-04
"1639",1344136.62192919,7135.47228352968,-1775532.72724401,-3558200.92677155,-8906205.52535417,2011-10-05
"1640",1367655.63643155,30559.4254322901,-1752235.52256672,-3535030.47056573,-8883415.31456275,2011-10-06
"1641",1383917.36580223,46485.2674140505,-1736757.53043685,-3520000.32828775,-8869728.72184045,2011-10-07
"1642",1422765.10655334,85519.9733592259,-1697473.53756626,-3480467.04849174,-8829447.58126819,2011-10-11
"1643",1462268.34315145,125038.291171813,-1657935.1114677,-3440908.51410721,-8789828.72202573,2011-10-12
"1644",1485143.74256939,148042.096935479,-1634760.09724307,-3417562.29142161,-8765968.87395725,2011-10-13
"1645",1489678.51134821,121001.460640527,-1703901.27363638,-3528804.00791329,-9003512.21074402,2011-10-14
"1646",1552074.23058509,184902.069133046,-1637994.14613635,-3460890.36140575,-8929579.00721393,2011-10-17
"1647",1583389.3686162,215802.716863649,-1607646.15213975,-3431095.02114315,-8901441.62815334,2011-10-18
"1648",1621755.34961002,252222.008221914,-1573822.44696223,-3399866.90214637,-8878000.26769879,2011-10-19
"1649",1640963.42274713,271268.08771668,-1554992.35899059,-3381252.80569786,-8860034.14581965,2011-10-20
"1650",1679716.78882726,340131.530496222,-1445982.1472785,-3232095.82505322,-8590436.85837739,2011-10-21
"1651",1650760.1633093,297067.818122195,-1507855.30879395,-3312778.4357101,-8727547.81645853,2011-10-24
"1652",1667573.81403037,314634.968422853,-1489283.49238717,-3293201.9531972,-8704957.33562729,2011-10-25
"1653",1668926.25644454,315985.975635437,-1487934.3987767,-3291854.77318885,-8703615.89642527,2011-10-26
"1654",1691388.11190026,338510.704579809,-1465325.83851412,-3269162.38160805,-8680672.01088984,2011-10-27
"1655",1725815.00304628,372095.102087886,-1432864.76585664,-3237824.63380117,-8652704.23763474,2011-10-28
"1656",1796426.85560805,455755.239707387,-1331806.91482683,-3119369.06936105,-8482055.5329637,2011-10-31
"1657",1827680.7173027,486785.823784372,-1301074.03424006,-3088933.8922645,-8452513.46633781,2011-11-01
"1658",1879886.07414833,540646.255883286,-1245006.83513678,-3030659.92615684,-8387619.19921703,2011-11-02
"1659",1934950.41164804,595902.397316752,-1189494.95512497,-2974892.30756669,-8331084.36489186,2011-11-03
"1660",1979731.51234514,642274.104553494,-1141002.4391687,-2924278.9828909,-8274108.61405748,2011-11-04
"1661",2004703.31900167,668925.707634208,-1112111.10752241,-2893147.92267903,-8236258.36814889,2011-11-07
"1662",2027825.26900101,691161.378432271,-1091057.14232604,-2873275.66308436,-8219931.22535931,2011-11-08
"1663",2037891.12422196,701219.963405633,-1081008.25101614,-2863236.46543791,-8209921.10870322,2011-11-09
"1664",2052550.02616574,715822.821372991,-1066480.11835068,-2848783.05807435,-8195691.87724536,2011-11-10
"1665",2088505.93693502,732005.816748148,-1076661.01016768,-2885327.83708351,-8311328.31783099,2011-11-14
"1666",2123060.84359449,766362.537073603,-1042568.53828758,-2851499.61364876,-8278292.83973229,2011-11-15
"1667",2172599.59842492,816455.780012298,-991735.977871197,-2799927.73575469,-8224503.00940518,2011-11-16
"1668",2224093.02504609,868058.428539637,-939987.700135628,-2748033.82881089,-8172172.21483669,2011-11-17
"1669",2322977.19328129,964347.694817499,-847158.303134225,-2658664.30108595,-8093182.29494112,2011-11-18
"1670",2339127.69888659,982960.13083673,-825263.293229749,-2633486.71729623,-8058156.98949567,2011-11-21
"1671",2387534.3534972,1030538.2985544,-778789.774702677,-2588117.84795975,-8016102.06773097,2011-11-22
"1672",2433954.75252568,1067025.67633864,-755546.425244074,-2578118.52682679,-8045834.83157494,2011-11-23
"1673",2469591.77267192,1103176.35495132,-718710.86867614,-2540598.09230361,-8006259.763186,2011-11-24
"1674",2477660.70387497,1108741.51423772,-716484.071945274,-2541709.65812827,-8017386.41667725,2011-11-25
"1675",2578910.41023613,1224983.00596759,-580253.533057137,-2385490.07208186,-7801199.68915603,2011-11-28
"1676",2645549.99125783,1292835.39687679,-510784.062297918,-2314403.52147263,-7725261.89899677,2011-11-29
"1677",2686286.53322711,1330288.3689977,-477709.183308177,-2285706.73561406,-7709699.3925317,2011-11-30
"1678",2790052.63411687,1424512.37406603,-396207.972668433,-2216928.3194029,-7679089.35960628,2011-12-01
"1679",2859316.79962518,1497934.71368367,-317241.40090502,-2132417.51549371,-7577945.85925976,2011-12-02
"1680",2884490.90270691,1525624.6918955,-286196.922519718,-2098018.53693493,-7533483.38018058,2011-12-05
"1681",2916535.126444,1557887.31566193,-253643.09871417,-2065173.51309027,-7499764.75621856,2011-12-06
"1682",2962719.89908888,1618165.00660028,-174574.850051177,-1967314.70670264,-7345534.27665702,2011-12-07
"1683",2966366.96472958,1631261.15442544,-148879.925980074,-1929021.00638559,-7269444.24760214,2011-12-08
"1684",2970110.04890297,1635911.30237975,-143020.359651208,-1921952.02168217,-7258747.00777505,2011-12-09
"1685",3010055.13239853,1671522.32354725,-113188.08825445,-1897898.50005615,-7252029.73546126,2011-12-12
"1686",3037655.36902848,1699072.90532019,-85703.712957531,-1870480.33123525,-7224810.18606841,2011-12-13
"1687",3066508.90277266,1698581.94815122,-125320.65801069,-1949223.2641726,-7420931.08265834,2011-12-14
"1688",3085265.84032692,1699822.98625441,-147434.152508938,-1994691.29127229,-7536462.70756233,2011-12-15
"1689",3144975.3844732,1740639.57778933,-131808.164455823,-2004255.90670098,-7621599.13343645,2011-12-16
"1690",3180125.58420851,1780160.20197836,-86460.307661842,-1953080.81730205,-7552942.34622265,2011-12-19
"1691",3225471.87090142,1824112.85443755,-44365.834180953,-1912844.52279945,-7518280.58865495,2011-12-20
"1692",3289757.2633615,1914587.50648292,81027.8306448229,-1752531.84519328,-7253210.87270758,2011-12-21
"1693",3343934.64099731,1984948.24953163,172966.394244057,-1639015.46104352,-7074961.02690625,2011-12-22
"1694",3341787.29509723,2000653.86438317,212475.95676442,-1575701.95085433,-6940235.67371057,2011-12-23
"1695",3346933.48580076,1997414.38387139,198055.581298896,-1601303.2212736,-6999379.62899108,2011-12-28
"1696",3357278.29447989,2010020.61513209,213677.042668361,-1582666.52979537,-6971697.24718656,2011-12-29
"1697",3375551.79306269,2021313.41784311,215662.250883662,-1589988.91607578,-7006942.41695412,2011-12-30
"1698",3373216.99484285,2020172.16776711,216112.398332799,-1587947.37110152,-7000126.67940446,2012-01-03
"1699",3414011.7174461,2061919.25892701,259129.314234883,-1543660.63045724,-6952030.46453362,2012-01-04
"1700",3437487.22056444,2094068.61580561,302843.809460519,-1488380.99688458,-6862055.41591986,2012-01-05
"1701",3442580.49783317,2098558.31898661,306528.747191198,-1485500.82460422,-6861589.53999046,2012-01-06
"1702",3427414.33560515,2092076.26875256,311625.512949115,-1468825.24285433,-6810177.51026468,2012-01-09
"1703",3436701.99310329,2097554.0819389,312023.533719716,-1473507.01449947,-6830098.65915701,2012-01-10
"1704",3421253.27629192,2076602.25035667,283734.215776331,-1509133.81880401,-6887737.92254501,2012-01-11
"1705",3429146.76949946,2082414.26322252,286770.921519933,-1508872.42018266,-6895802.44529043,2012-01-12
"1706",3432829.29798188,2085232.96110384,288437.845266467,-1508357.27057091,-6898742.61808304,2012-01-13
"1707",3406448.63979342,2060219.12284388,265246.433577814,-1529726.25568825,-6914644.32348644,2012-01-16
"1708",3386367.40655266,2042641.88731359,251007.861661511,-1540626.16399057,-6915528.24094682,2012-01-17
"1709",3356764.77776109,2018659.10381499,234518.205220193,-1549622.69337461,-6902045.389159,2012-01-18
"1710",3316696.44437054,1980355.09714759,198566.634183671,-1583221.82878025,-6928587.21767203,2012-01-19
"1711",3273553.64454591,1937894.46582079,157015.560853966,-1623863.34411286,-6966500.05901334,2012-01-20
"1712",3231695.38686799,1892389.61230619,106648.57955713,-1679092.45319193,-7036315.55143913,2012-01-23
"1713",3177641.8171288,1829104.60467064,31054.9880597565,-1766994.62855113,-7161143.47838377,2012-01-24
"1714",3128945.63767799,1780341.12846758,-17798.2171462899,-1815937.56276017,-7210355.59960179,2012-01-25
"1715",3072328.76718091,1724277.60574616,-73123.9428335106,-1870525.49141318,-7262730.13715219,2012-01-26
"1716",3020039.84429197,1671326.93943251,-126956.933713445,-1925240.8068594,-7320092.42629726,2012-01-27
"1717",2987768.66979455,1638987.61246766,-159387.130634852,-1957761.87373737,-7352886.10304491,2012-01-30
"1718",2983909.08842355,1642704.10494299,-145569.20636443,-1933842.51767185,-7298662.4515941,2012-01-31
"1719",2949929.43189927,1608193.96324961,-180786.661616606,-1969767.28648282,-7336709.16108147,2012-02-01
"1720",2910940.59476392,1568864.79034647,-220569.61554347,-2010004.02143341,-7378307.23910321,2012-02-02
"1721",2867967.79906618,1526906.67444699,-261174.825045255,-2049256.3245375,-7413500.82301425,2012-02-03
"1722",2801433.99752236,1463646.53488475,-320070.081965385,-2103786.69881552,-7454936.54936594,2012-02-06
"1723",2700726.87612946,1365671.58037059,-414402.147307892,-2194475.87498638,-7534697.05802184,2012-02-07
"1724",2615422.89795394,1280833.73092853,-498618.491772014,-2278070.71447256,-7616427.3825742,2012-02-08
"1725",2518189.77166879,1183613.83871235,-595820.738562899,-2375255.31583815,-7713559.04766391,2012-02-09
"1726",2414648.93434831,1078458.86667878,-703127.890213931,-2484714.64710664,-7829474.91778476,2012-02-10
"1727",2319411.895327,983069.158544404,-798721.157165724,-2580511.47287585,-7925882.42000624,2012-02-13
"1728",2197549.84854053,845509.665445643,-957210.578680869,-2759930.82280738,-8168091.55518692,2012-02-14
"1729",2089209.59509963,736724.7675403,-1066588.33587214,-2869901.43928458,-8279840.7495219,2012-02-15
"1730",1991159.3116635,638597.443767092,-1164818.38009479,-2968234.20395667,-8378481.6755423,2012-02-16
"1731",1913127.11601886,560536.217582644,-1242918.31366564,-3046372.84491393,-8456736.4386588,2012-02-17
"1732",1835072.04310764,482154.975790802,-1321734.44729832,-3125623.87038744,-8537292.13965481,2012-02-21
"1733",1776161.9821102,419156.172585801,-1390184.90678006,-3199525.98614592,-8627549.2242435,2012-02-22
"1734",1738391.82236331,365471.602890977,-1465088.6897388,-3295648.98236857,-8787329.86025789,2012-02-23
"1735",1703471.37384946,329439.591081752,-1502602.78594186,-3334645.16296546,-8830772.29403629,2012-02-24
"1736",1665604.49720577,292901.940100282,-1537368.13604037,-3367638.21218101,-8858448.44060296,2012-02-27
"1737",1645014.29320898,272745.226431745,-1556946.86260456,-3386638.95164087,-8875715.2187498,2012-02-28
"1738",1665157.57599805,308686.167891479,-1499942.37625061,-3308570.9203927,-8734456.55281897,2012-02-29
"1739",1688316.02819739,348093.240382869,-1438870.47670316,-3225834.19378919,-8586725.34504727,2012-03-01
"1740",1689498.83864777,333643.702261632,-1474163.14625322,-3281969.99476807,-8705390.54031263,2012-03-02
"1741",1688903.42313979,332049.542902074,-1477088.96408155,-3286227.47106517,-8713642.99201603,2012-03-05
"1742",1686763.7831931,329607.582401408,-1479934.01865419,-3289475.61970978,-8718100.42287657,2012-03-06
"1743",1661779.65588332,307711.906518148,-1497711.75930209,-3303135.42512232,-8719406.42258303,2012-03-07
"1744",1643341.4246991,288034.876969119,-1519040.52000419,-3326115.9169775,-8747342.10789744,2012-03-08
"1745",1628670.63580876,289396.231643948,-1496302.97390913,-3282002.1794622,-8639099.79612143,2012-03-09
"1746",1632013.68870519,292317.865160596,-1493943.23289887,-3280204.33095833,-8638987.62513671,2012-03-12
"1747",1638812.69893029,299269.06430135,-1486789.11520391,-3272847.29470917,-8631021.83322495,2012-03-13
"1748",1622108.33731081,260833.500900622,-1554199.61431296,-3369232.72952654,-8814332.07516729,2012-03-14
"1749",1597463.4180097,236279.236627126,-1578633.0052163,-3393545.24705974,-8838281.97259003,2012-03-15
"1750",1592068.52078484,231582.993354457,-1582397.70988605,-3396378.41312657,-8838320.5228481,2012-03-16
"1751",1571163.53764599,211656.129389755,-1601020.41495189,-3413696.95929355,-8851726.59231849,2012-03-19
"1752",1541590.71557826,182171.876394007,-1630386.57585166,-3442945.02809734,-8880620.38483435,2012-03-20
"1753",1544021.34745377,204712.984386756,-1581031.4997026,-3366775.98379196,-8724009.43606003,2012-03-21
"1754",1538549.61277113,193911.260226363,-1598939.87649999,-3391791.01322634,-8770344.42340539,2012-03-22
"1755",1533979.45577027,187798.417887039,-1607109.63262393,-3402017.68313491,-8786741.83466783,2012-03-23
"1756",1531600.75917711,184456.432504126,-1611736.00305986,-3407928.43862384,-8796505.74531578,2012-03-26
"1757",1533824.91262633,186284.135146681,-1610436.90149285,-3407157.93813239,-8797321.04805099,2012-03-27
"1758",1519141.34060883,173995.896360127,-1619531.36263815,-3413058.62163643,-8793640.39863125,2012-03-28
"1759",1487771.30801495,136385.2799691,-1665462.75742536,-3467310.79481983,-8872854.90700322,2012-03-29
"1760",1481802.581834,122792.903004901,-1689220.00210056,-3501232.90720602,-8937271.62252241,2012-03-30
"1761",1473038.26916002,101905.946997819,-1726270.48255179,-3554446.91210139,-9038976.20075021,2012-04-02
"1762",1488913.362707,116116.657496041,-1714278.94945191,-3544674.55639986,-9035861.37724372,2012-04-03
"1763",1510896.41478498,138246.420079922,-1691953.57286016,-3522153.56580024,-9012753.54462048,2012-04-04
"1764",1539703.83720041,178313.548041693,-1636873.50416993,-3452060.55638156,-8897621.71301644,2012-04-05
"1765",1563798.5682804,212163.355342557,-1590016.92857457,-3392197.2124917,-8798738.06424307,2012-04-09
"1766",1580461.38775384,242275.086569988,-1541973.31500848,-3326221.71658694,-8678966.92132233,2012-04-10
"1767",1572821.08623405,237110.334087973,-1543837.33544014,-3324785.00496825,-8667628.01355257,2012-04-11
"1768",1567087.13654587,232222.731232242,-1547596.47585259,-3327415.68293743,-8666873.30419193,2012-04-12
"1769",1563351.12914107,215693.208638403,-1581184.01869848,-3378061.24603536,-8768692.92804601,2012-04-13
"1770",1557950.1313059,209767.057305044,-1587810.37469609,-3385387.80669723,-8778120.10270065,2012-04-16
"1771",1556938.64130458,207408.444499115,-1591965.15124151,-3391338.74698213,-8789459.53420399,2012-04-17
"1772",1553189.29947328,202944.409395265,-1597382.11070875,-3397708.63081277,-8798688.19112483,2012-04-18
"1773",1555401.06127522,204438.290339956,-1596845.4042404,-3398129.09882076,-8801980.18256183,2012-04-19
"1774",1550421.23583957,209328.116930721,-1578796.04161441,-3366920.20015953,-8731292.67579491,2012-04-20
"1775",1529563.70428313,166581.451252534,-1650728.21945492,-3468037.89016238,-8919966.90228474,2012-04-23
"1776",1527233.99117083,163739.538811692,-1654253.06433382,-3472245.66747934,-8926223.47691589,2012-04-24
"1777",1539263.58882096,175676.241922056,-1642440.22060982,-3460556.6831417,-8914906.07073733,2012-04-25
"1778",1538712.07190144,172748.8769124,-1648535.38307299,-3469819.64305838,-8933672.42301455,2012-04-26
"1779",1539417.16423975,173340.228444859,-1648095.68594833,-3469531.60034152,-8933839.34352109,2012-04-27
"1780",1533915.99053909,178824.224993786,-1627964.79573328,-3434753.81646036,-8855120.87864156,2012-04-30
"1781",1521046.87178659,155626.848016988,-1664933.18367582,-3485493.21536862,-8947173.31044704,2012-05-01
"1782",1502398.30411327,136719.292586394,-1684186.05611611,-3505091.40481861,-8967807.45092611,2012-05-02
"1783",1493006.89866807,127694.530547076,-1692721.96028091,-3513138.4511089,-8974387.92359285,2012-05-03
"1784",1486619.04279806,123439.839068283,-1694132.43257142,-3511704.70421112,-8964421.51913021,2012-05-04
"1785",1484069.19506334,131409.18060814,-1672137.50533213,-3475684.1912724,-8886324.24909321,2012-05-07
"1786",1475948.34494082,132180.302273894,-1659510.42128201,-3451201.14483792,-8826273.31550564,2012-05-08
"1787",1472884.6901597,127844.844724789,-1665541.61585509,-3458928.07643497,-8839087.45817461,2012-05-09
"1788",1465312.20191828,122250.143700309,-1668499.26725699,-3459248.67821429,-8831496.9110862,2012-05-10
"1789",1454328.97137349,113039.73946316,-1675345.90308395,-3463731.54563106,-8828888.47327239,2012-05-11
"1790",1432262.41120097,66657.940554554,-1754148.02030733,-3574953.98116921,-9037371.86375485,2012-05-14
"1791",1429712.07032645,65497.6751192911,-1753454.85182359,-3572407.37876647,-9029264.95959512,2012-05-15
"1792",1420697.8546423,57016.1612102974,-1761226.09669904,-3579468.35460837,-9034195.12833638,2012-05-16
"1793",1408208.1349495,43201.6644218103,-1776806.96294844,-3596815.5903187,-9056841.47242947,2012-05-17
"1794",1406357.63242244,40014.2919422062,-1781776.82869811,-3603567.94933842,-9068941.31125936,2012-05-18
"1795",1431068.25871877,88848.3164335625,-1700778.27328005,-3490404.86299367,-8859284.63213451,2012-05-22
"1796",1445290.57547314,102877.218198243,-1687007.25816828,-3476891.73453481,-8846545.16363439,2012-05-23
"1797",1446714.33760045,105799.831156206,-1682086.17743612,-3469972.18602845,-8833630.21180543,2012-05-24
"1798",1450260.58559812,107841.163645803,-1682051.39895729,-3471943.96156038,-8841621.64936966,2012-05-25
"1799",1448916.24824407,108199.939585811,-1679421.80529187,-3467043.55016954,-8829908.78480257,2012-05-28
"1800",1449570.13203068,109235.454321084,-1677877.4492917,-3464990.3529045,-8826329.06374286,2012-05-29
"1801",1424324.47893172,72618.0696217187,-1729657.14279161,-3531932.35520494,-8938757.99244492,2012-05-30
"1802",1439262.24729364,86053.3986870743,-1718225.06612168,-3522503.53093044,-8935338.92535671,2012-05-31
"1803",1459667.36015439,101225.315435037,-1710030.74419076,-3521286.80381656,-8955054.98269396,2012-06-01
"1804",1452589.79516398,71792.7965818957,-1769269.86819421,-3610332.53297033,-9133520.52729866,2012-06-04
"1805",1473547.88252192,92756.944545896,-1748297.63942213,-3589352.22339016,-9112515.97529425,2012-06-05
"1806",1515326.38832936,147811.375314264,-1675541.97537253,-3498895.32605932,-8968955.37811971,2012-06-06
"1807",1532353.32480228,165394.77440921,-1657216.62611488,-3479828.02663897,-8947662.22821124,2012-06-07
"1808",1544206.36580553,184153.463047282,-1629250.40729705,-3442654.27764139,-8882865.8886744,2012-06-08
"1809",1579117.20143291,235905.296931789,-1555043.90906971,-3345993.11507121,-8718840.7330757,2012-06-11
"1810",1576374.53241908,233320.26148266,-1557418.76643256,-3348157.79434779,-8720374.87809345,2012-06-12
"1811",1568735.67386437,225983.11267136,-1564353.63558598,-3354690.38384332,-8725700.62861534,2012-06-13
"1812",1531156.02555303,161636.275981802,-1664390.05677984,-3490416.38954149,-8968495.38782641,2012-06-14
"1813",1527476.97433813,155506.707891824,-1673786.98070325,-3503080.66929833,-8990961.73508357,2012-06-15
"1814",1500098.35343943,118748.483559686,-1723051.34294664,-3564851.16945297,-9090250.64897195,2012-06-18
"1815",1479323.46674515,98023.2240267695,-1743710.43293107,-3585444.08988891,-9110645.06076242,2012-06-19
"1816",1468631.85290728,83582.2376685391,-1763150.58264978,-3609883.40296811,-9150081.86392308,2012-06-20
"1817",1481324.45347074,123397.775139266,-1687171.12930269,-3497740.03374465,-8929446.74707053,2012-06-21
"1818",1443882.74458344,66362.3178278919,-1770331.58451284,-3607025.48685357,-9117107.19387576,2012-06-22
"1819",1451902.63249603,89146.9186339459,-1727860.69984884,-3544868.31833162,-8995891.17377996,2012-06-25
"1820",1441027.95119214,73752.7265554483,-1749280.90629348,-3572314.5391424,-9041415.43768917,2012-06-26
"1821",1432459.59522535,68491.2978634763,-1750133.09861902,-3568757.49510151,-9024630.684549,2012-06-27
"1822",1419462.34958476,55606.7426488405,-1762867.39993239,-3581341.54251361,-9036763.97025729,2012-06-28
"1823",1441326.24863545,95701.6151926585,-1698464.56273106,-3492630.74065478,-8875129.27442594,2012-06-29
"1824",1437792.63033783,91986.5649912128,-1702421.52213761,-3496829.60926644,-8880053.87065292,2012-07-03
"1825",1434876.0448002,93258.5476851104,-1695564.78180167,-3484388.11128845,-8850858.09974879,2012-07-04
"1826",1426574.84053858,84632.7323909601,-1704623.41180586,-3493879.55600269,-8861647.98859316,2012-07-05
"1827",1430609.12908774,89054.6451677264,-1699684.66672563,-3488423.97861899,-8854641.91429906,2012-07-06
"1828",1418313.03947037,81603.387251103,-1700676.14904125,-3482955.6853336,-8829794.29421066,2012-07-09
"1829",1412100.99536927,74782.9578095873,-1708307.75893666,-3491398.47568291,-8840670.62592166,2012-07-10
"1830",1418881.03230682,78254.5578883502,-1709247.40800294,-3496749.37389424,-8859255.27156813,2012-07-11
"1831",1415144.75916806,75302.1205992357,-1711154.73082586,-3497611.58225096,-8856982.13652625,2012-07-12
"1832",1386443.58064273,22108.8942708679,-1797004.02089162,-3616116.93605411,-9073455.68154158,2012-07-13
"1833",1388761.84262116,23941.7573820355,-1795818.35627014,-3615578.46992231,-9074858.81087882,2012-07-16
"1834",1372205.19809707,7721.87995110489,-1811589.21091019,-3630900.30177148,-9088833.57435536,2012-07-17
"1835",1361475.43514251,4.82196625005454,-1815289.32893543,-3630583.47983711,-9076465.93254215,2012-07-18
"1836",1352936.35668897,-8929.25345304962,-1824750.06697574,-3640570.88049844,-9088033.32106652,2012-07-19
"1837",1359245.62001906,21597.6495364658,-1761932.97777366,-3545463.60508378,-8896055.48701415,2012-07-20
"1838",1330984.43445892,-6106.84192596376,-1788895.21043915,-3571683.57895233,-8920048.68449188,2012-07-23
"1839",1314309.05552454,-34761.9575894744,-1833523.30840815,-3632284.65922683,-9028568.71168287,2012-07-24
"1840",1294287.74665913,-55219.492430421,-1854562.47788315,-3653905.46333588,-9051934.41969408,2012-07-25
"1841",1269172.79661366,-80142.5981258917,-1879229.79111196,-3678316.98409803,-9075578.56305623,2012-07-26
"1842",1259186.15247689,-91697.1011721494,-1892874.7727042,-3694052.44423625,-9097585.45883241,2012-07-27
"1843",1247690.03867656,-103543.315760002,-1905187.78834209,-3706832.26092418,-9111765.67867044,2012-07-30
"1844",1231252.44763929,-108558.951267869,-1894974.14981075,-3681389.34835362,-9040634.94398225,2012-07-31
"1845",1224442.58449479,-116757.332952533,-1905023.88954896,-3693290.44614538,-9058090.11593466,2012-08-01
"1846",1202528.35282564,-144023.248743181,-1939425.38416828,-3734827.51959338,-9121033.92586867,2012-08-02
"1847",1176400.16602706,-168501.270011402,-1961703.18472935,-3754905.0994473,-9134510.84360116,2012-08-03
"1848",1145920.64049769,-199043.061972706,-1992327.99859991,-3785612.93522711,-9165467.74510871,2012-08-07
"1849",1144568.62238587,-199087.979888895,-1990630.11625525,-3782172.2526216,-9156798.66172067,2012-08-08
"1850",1116096.46609554,-229697.157087077,-2024088.6546639,-3818480.15224072,-9201654.64497118,2012-08-09
"1851",1122528.62101123,-218729.8570122,-2007074.49437677,-3795419.13174134,-9160453.04383506,2012-08-10
"1852",1099614.97566946,-252157.542118271,-2054520.89916858,-3856884.25621888,-9263974.3273698,2012-08-13
"1853",1089365.49561519,-276359.577159585,-2097326.34085928,-3918293.10455898,-9381193.39565806,2012-08-14
"1854",1082053.70487897,-284488.920308102,-2106545.75389087,-3928602.58747363,-9394773.08822193,2012-08-15
"1855",1073258.68883498,-288487.575704319,-2104149.26175671,-3919810.94780911,-9366796.00596629,2012-08-16
"1856",1048617.68480797,-312455.80289143,-2127220.4531573,-3941985.10342316,-9386279.05422076,2012-08-17
"1857",1054760.57408317,-296138.780358611,-2097337.91961432,-3898537.05887002,-9302134.47663714,2012-08-20
"1858",1069561.92921606,-269553.957787029,-2055041.80712448,-3840529.65646193,-9196993.20447428,2012-08-21
"1859",1053698.68381938,-285392.05131615,-2070846.36483018,-3856300.67834422,-9212663.61888631,2012-08-22
"1860",1043789.82208375,-295796.966343738,-2081912.68424706,-3868028.40215038,-9226375.55586034,2012-08-23
"1861",1038760.52859121,-304361.517382553,-2095190.91201424,-3886020.30664592,-9258508.49054097,2012-08-24
"1862",1021671.65094628,-321357.979573519,-2112064.15359991,-3902770.32762631,-9274888.84970549,2012-08-27
"1863",988003.352883299,-364400.006147331,-2167604.48485484,-3970808.96356234,-9380422.39968487,2012-08-28
"1864",961482.737249964,-390151.475545256,-2192330.42593888,-3994509.37633251,-9401046.22751339,2012-08-29
"1865",945314.394285283,-405852.453940503,-2207408.25157488,-4008964.04920926,-9413631.4421124,2012-08-30
"1866",929073.014716366,-419468.2059203,-2217523.16676919,-4015578.12761808,-9409743.01016474,2012-08-31
"1867",914983.836264648,-434026.546610987,-2232707.05711183,-4031387.56761268,-9427429.09911522,2012-09-04
"1868",902767.817760617,-434225.661378608,-2216883.63356424,-3999541.60574988,-9347515.52230678,2012-09-05
"1869",888244.567013651,-448686.333956556,-2231260.8685835,-4013835.40321044,-9361559.00709127,2012-09-06
"1870",865081.791688516,-473899.470345239,-2259207.81972358,-4044516.16910192,-9400441.21723694,2012-09-07
"1871",844582.616476342,-493228.562626491,-2276976.80143027,-4060725.04023405,-9411969.75664538,2012-09-10
"1872",823982.686664442,-512848.152859052,-2295289.27222371,-4077730.39158837,-9425053.74968235,2012-09-11
"1873",795921.060065585,-541014.253381372,-2323594.67131065,-4106175.08923993,-9453916.34302775,2012-09-12
"1874",772573.253609935,-566746.025790586,-2352505.06499128,-4138264.10419197,-9495541.22179405,2012-09-13
"1875",716029.375872835,-650248.460506575,-2471952.24234579,-4293656.024185,-9758767.36970264,2012-09-14
"1876",682700.61783287,-686745.065371006,-2512672.64297617,-4338600.22058134,-9816382.95339684,2012-09-17
"1877",639158.273209682,-730372.197868278,-2556412.82597222,-4382453.45407617,-9860575.33838801,2012-09-18
"1878",598991.516452277,-770625.636508448,-2596781.84045608,-4422938.04440372,-9901406.65624661,2012-09-19
"1879",559022.083355864,-808247.391531712,-2631273.35804848,-4454299.32456525,-9923377.22411556,2012-09-20
"1880",557802.315360539,-782126.529427601,-2568698.32247845,-4355270.11552931,-9714985.49468187,2012-09-21
"1881",505314.472312356,-834223.699181646,-2620274.59450698,-4406325.48983232,-9764478.17580833,2012-09-24
"1882",457734.901729536,-881633.455064626,-2667457.93079018,-4453282.40651573,-9810755.83369238,2012-09-25
"1883",411013.82894407,-931327.016605664,-2721114.81067197,-4510902.60473829,-9880265.98693722,2012-09-26
"1884",366069.150948963,-976216.333861271,-2765930.31360825,-4555644.29335523,-9924786.23259616,2012-09-27
"1885",327386.770688515,-1014118.40003829,-2802791.96100736,-4591465.52197643,-9957486.20488363,2012-09-28
"1886",303134.158458606,-1036436.0148033,-2822529.57915251,-4608623.14350172,-9966903.83654934,2012-10-01
"1887",281742.870800792,-1057936.58968178,-2844175.8703252,-4630415.15096862,-9989132.99289889,2012-10-02
"1888",272583.29617025,-1064470.86703897,-2847209.75131793,-4629948.6355969,-9978165.28843378,2012-10-03
