"","Tranche2CDSValue_0.0005","Tranche2CDSValue_0.0008","Tranche2CDSValue_0.0012","Tranche2CDSValue_0.0016","Tranche2CDSValue_0.0028","Date"
"586",1641507.8968645,402596.128714921,-1249286.22881785,-2901168.58635063,-7856815.65894895,2007-05-11
"587",1718770.06793948,476988.588009574,-1178720.05189696,-2834428.6918035,-7801554.61152311,2007-05-14
"588",1769691.65625756,525165.564989746,-1134202.55670067,-2793570.67839108,-7771675.04346232,2007-05-15
"589",1810622.02031477,567875.345178194,-1089120.22167057,-2746115.78851933,-7717102.48906563,2007-05-16
"590",1840415.7719639,591335.433649677,-1074105.01743596,-2739545.46852159,-7735866.82177849,2007-05-17
"591",1882573.51348236,637088.539129931,-1023558.09333998,-2684204.72580988,-7666144.62321961,2007-05-18
"592",1924769.21716395,665939.272758156,-1012500.65311624,-2690940.57899063,-7726260.3566138,2007-05-22
"593",1962436.40685338,680270.127852681,-1029284.91081492,-2738839.94948251,-7867505.0654853,2007-05-23
"594",1973038.15516637,681939.825159719,-1039524.61484915,-2760989.05485803,-7925382.37488464,2007-05-24
"595",1974409.66876206,683126.812253068,-1038583.66309225,-2760294.13843758,-7925425.56447355,2007-05-25
"596",1935781.18915868,648107.861567859,-1068789.90855324,-2785687.67867434,-7936380.98903764,2007-05-28
"597",1925703.05428242,631956.863393401,-1093038.05779195,-2818032.9789773,-7993017.74253336,2007-05-29
"598",1874313.49043975,608617.297345975,-1078977.62677905,-2766572.55090408,-7829357.32327917,2007-05-30
"599",1871422.29406355,612107.58094688,-1066978.70320868,-2746064.98736423,-7783323.83983091,2007-05-31
"600",1926848.57248312,658834.098548623,-1031851.86669737,-2722537.83194337,-7794595.72768136,2007-06-01
"601",2002887.83180386,729555.945813249,-968219.902174237,-2665995.75016172,-7759323.29412418,2007-06-04
"602",1981232.2694474,722694.430074244,-955356.022423302,-2633406.47492085,-7667557.83241349,2007-06-05
"603",2064688.01386797,802322.422854719,-880831.698496277,-2563985.81984727,-7613448.18390026,2007-06-06
"604",2162388.97904238,899207.002798023,-785035.632194456,-2469278.26718694,-7522006.17216437,2007-06-07
"605",2197041.43733131,941529.923560314,-732485.428134351,-2406500.77982902,-7428546.83491301,2007-06-08
"606",2179461.02341118,924545.962959679,-748674.117642316,-2421894.19824431,-7441554.4400503,2007-06-11
"607",2238971.1462283,989623.715305631,-676172.859257925,-2341969.43382148,-7339359.15751215,2007-06-12
"608",2249701.77260567,994521.262118906,-679052.751863442,-2352626.76584579,-7373348.80779283,2007-06-13
"609",2288442.71410151,1032726.81905587,-641561.04100497,-2315848.90106581,-7338712.48124835,2007-06-14
"610",2304831.12910384,1055125.58102243,-611148.48308611,-2277422.54719465,-7276244.73952028,2007-06-15
"611",2403776.65759986,1133075.49219527,-561192.72834419,-2255460.94888365,-7338265.61050202,2007-06-18
"612",2482539.80598148,1190835.07346934,-531437.903213508,-2253710.87989636,-7420529.80994492,2007-06-19
"613",2550846.01659342,1255500.01546834,-471627.986031756,-2198755.98753186,-7380139.99203216,2007-06-20
"614",2585389.39385286,1287503.09786935,-443011.963441992,-2173527.02475333,-7365072.20868736,2007-06-21
"615",2593862.01222286,1294813.59810233,-437250.954058386,-2169315.5062191,-7365509.16270124,2007-06-22
"616",2584494.56835894,1307495.35029815,-395170.273782917,-2097835.89786398,-7205832.77010717,2007-06-25
"617",2542226.05658774,1285779.51702165,-389482.535733142,-2064744.58848793,-7090530.7467523,2007-06-26
"618",2523017.47184715,1275216.2430355,-388518.728713352,-2052253.70046221,-7043458.61570877,2007-06-27
"619",2476973.25458279,1232668.54653735,-426404.397523233,-2085477.34158382,-7062696.17376557,2007-06-28
"620",2489717.76094039,1247283.65074395,-409295.16285131,-2065873.97644657,-7035610.41723233,2007-06-29
"621",2452050.19389975,1203832.62792931,-460457.460031286,-2124747.54799188,-7117617.81187365,2007-07-03
"622",2329907.45288932,1084911.17097324,-575083.871581536,-2235078.91413631,-7215064.04180063,2007-07-04
"623",2199303.15285323,954955.441571748,-704174.840136888,-2363305.12184553,-7340695.96697143,2007-07-05
"624",2071839.95255222,821771.804841951,-844985.725438402,-2511743.25571876,-7512015.84655982,2007-07-06
"625",1948432.58169913,700946.617232658,-962368.002055972,-2625682.6213446,-7615626.47921049,2007-07-09
"626",1821513.03521049,584087.552274838,-1065813.09163937,-2715713.73555357,-7665415.66729618,2007-07-10
"627",1775231.11328977,531084.8460673,-1127776.84356267,-2786638.53319263,-7763223.60208253,2007-07-11
"628",1714925.23016125,461019.476380967,-1210854.86199275,-2882729.20036646,-7898352.2154876,2007-07-12
"629",1695493.23260081,440872.484828577,-1231955.17886773,-2904782.84256404,-7923265.83365296,2007-07-13
"630",1649624.75055427,392531.435257686,-1283592.98513776,-2959717.40553321,-7988090.66671955,2007-07-16
"631",1623883.11019902,353842.02341878,-1339546.09228821,-3032934.2079952,-8113098.55511617,2007-07-17
"632",1651895.74670517,384531.318119942,-1305287.91999369,-2995107.15810733,-8064564.87244824,2007-07-18
"633",1624865.91104076,370072.027563606,-1302986.48373927,-2976044.99504214,-7995220.52895076,2007-07-19
"634",1539016.34107875,292147.478776868,-1370344.33762564,-3032836.15402815,-8020311.60323569,2007-07-20
"635",1483309.99987899,234578.606599608,-1430396.58443957,-3095371.77547875,-8090297.34859629,2007-07-23
"636",1421231.73544014,185448.113644413,-1462263.38208322,-3109974.87781086,-8053109.36499377,2007-07-24
"637",1339607.87567914,100808.830458116,-1550923.22983658,-3202655.29013128,-8157851.47101537,2007-07-25
"638",1339784.83897666,97208.3916619456,-1559560.20475768,-3216328.8011773,-8186634.59043618,2007-07-26
"639",1366066.48174008,117199.31465299,-1547956.90812979,-3213113.13091257,-8208581.79926091,2007-07-27
"640",1409116.53654885,160205.911266649,-1505008.25577628,-3170222.42281922,-8165864.92394802,2007-07-30
"641",1462619.12284361,209544.234727572,-1461222.28276047,-3131988.80024852,-8144288.35271265,2007-07-31
"642",1494371.38482247,236592.93242069,-1440445.00411501,-3117482.94065072,-8148596.75025782,2007-08-01
"643",1519292.31478893,265910.32327574,-1405265.66540851,-3076441.65409276,-8089969.62014551,2007-08-02
"644",1557375.03445552,305154.431235601,-1364473.03972429,-3034100.51068419,-8042982.92356387,2007-08-03
"645",1654848.3051024,404342.660643858,-1262998.1986342,-2930339.05791226,-7932361.63574643,2007-08-07
"646",1719947.87017755,467316.494637747,-1202858.67274865,-2873033.84013505,-7883559.34229425,2007-08-08
"647",1811476.84259407,560936.252529205,-1106451.20089061,-2773838.65431043,-7776001.01456987,2007-08-09
"648",1905845.5652923,654150.270397639,-1014776.7894619,-2683703.84932145,-7690485.02890008,2007-08-10
"649",1988456.70774691,736782.158562301,-932117.240350507,-2601016.63926332,-7607714.83600174,2007-08-13
"650",2050665.81243586,798125.778931372,-871927.599074611,-2541980.97708059,-7552141.11109854,2007-08-14
"651",2161356.09167149,902934.685060179,-774960.523754901,-2452855.73256998,-7486541.35901522,2007-08-15
"652",2243427.34699193,990400.892195301,-680301.04753353,-2351002.98726236,-7363108.80644886,2007-08-16
"653",2318545.81024316,1067415.97600883,-600757.136303611,-2268930.24861605,-7273449.58555338,2007-08-17
"654",2438274.5155016,1183962.33466172,-488453.906458125,-2160870.14757797,-7178118.87093749,2007-08-20
"655",2542173.05721926,1280823.71762849,-400975.401825859,-2082774.52128021,-7128171.87964327,2007-08-21
"656",2663009.49047566,1410388.36038186,-259773.146409873,-1929934.65320161,-6940419.1735768,2007-08-22
"657",2833053.99563524,1578725.21042394,-93713.169857778,-1766151.5501395,-6783466.69098467,2007-08-23
"658",2894065.07175258,1623002.03789254,-71748.6739208525,-1766499.38573424,-6850751.52117441,2007-08-24
"659",2936059.73846697,1673510.00746217,-9889.63387756962,-1693289.27521731,-6743488.19923652,2007-08-27
"660",2967306.43786872,1714227.56132263,43455.7259278487,-1627316.10946693,-6639631.61565128,2007-08-28
"661",2972643.60605279,1721404.64218327,53086.0236905839,-1615232.59480211,-6620188.45028017,2007-08-29
"662",2913056.84374759,1666248.34415806,3837.01137202438,-1658574.32141401,-6645808.31977213,2007-08-30
"663",2943073.85711619,1707180.86335392,59323.5383375576,-1588533.78667881,-6532105.76172789,2007-08-31
"664",3026474.28924055,1783586.57981217,126402.967240997,-1530780.64533018,-6502331.48304369,2007-09-04
"665",3043996.45473606,1800425.4152093,142330.695840272,-1515764.02352875,-6490048.18163582,2007-09-05
"666",3055666.88361449,1810700.57762618,150745.502975083,-1509209.57167601,-6489074.79562929,2007-09-06
"667",3090611.31124503,1845348.06385332,184997.067331047,-1475353.92919123,-6456406.91875805,2007-09-07
"668",3153470.92843586,1908922.02673133,249523.491125298,-1409875.04448074,-6388070.65129884,2007-09-10
"669",3149161.66925898,1905193.84270374,246570.073963413,-1412053.69477691,-6387925.00099789,2007-09-11
"670",3143467.55449196,1899407.91560983,240661.730433642,-1418084.45474254,-6394323.0102711,2007-09-12
"671",3146825.80925964,1901354.0202266,240724.968182559,-1419904.08386149,-6401791.23999362,2007-09-13
"672",3136140.14564283,1889166.54540881,226535.078430099,-1436096.38854861,-6423990.78948472,2007-09-14
"673",3164265.88215488,1904130.78344275,223950.651826578,-1456229.47978959,-6496769.87463811,2007-09-17
"674",3146572.5711225,1893081.94306117,221761.10564606,-1449559.73176905,-6463522.24401438,2007-09-18
"675",3159322.07925123,1904213.31865955,230734.971203988,-1442743.37625158,-6463178.41861827,2007-09-19
"676",3142628.75440494,1886039.54400119,210587.263462852,-1464865.01707549,-6491221.8586905,2007-09-20
"677",3159096.2139682,1890867.68683201,199896.317317101,-1491075.05219781,-6563989.16074255,2007-09-21
"678",3040813.37573707,1761712.87098524,56245.5313161502,-1649221.80835294,-6765623.82736023,2007-09-24
"679",3042124.41837672,1751325.93911762,30261.3001054842,-1690803.33890665,-6853997.25594305,2007-09-25
"680",3066721.73650991,1771971.71820663,45638.3604689261,-1680694.99726878,-6859695.07048189,2007-09-26
"681",3132216.38997622,1793929.60852096,9547.23324729074,-1774835.14202638,-7127982.26784739,2007-09-27
"682",3196503.2597898,1860918.01120663,80137.6797624098,-1700642.65168181,-7042983.64601448,2007-09-28
"683",3260037.22589387,1945873.71768099,193655.706730479,-1558562.30422003,-6815216.33707156,2007-10-01
"684",3258578.54709361,1941026.68909317,184290.878425924,-1572444.93224133,-6842652.36424308,2007-10-02
"685",3232077.82966747,1909710.84553417,146554.866689761,-1616601.11215464,-6906069.04868786,2007-10-03
"686",3141535.38625205,1868619.66388002,171398.700717308,-1525822.2624454,-6617485.15193353,2007-10-04
"687",3099121.56827115,1830705.73872776,139484.632669902,-1551736.47338796,-6625399.79156153,2007-10-05
"688",3100605.33988646,1837403.78072621,153135.035179198,-1531133.71036781,-6583939.94700884,2007-10-09
"689",3087327.85322844,1838073.35094604,172400.681236171,-1493271.9884737,-6490289.9976033,2007-10-10
"690",3072294.11596388,1833498.23886485,181770.402732822,-1469957.43339921,-6425140.9417953,2007-10-11
"691",3092006.63723633,1845415.82446469,183294.740769166,-1478826.34292636,-6465189.59401293,2007-10-12
"692",3115992.00647226,1871057.3619104,211144.502494603,-1448768.3569212,-6428506.93516861,2007-10-15
"693",3078177.22948926,1834570.5741616,176428.367058062,-1481713.84004548,-6456140.46135611,2007-10-16
"694",3031650.16293111,1784591.13985656,121845.775757163,-1540899.58834224,-6529135.68064044,2007-10-17
"695",3027887.26675444,1777378.57115173,110033.643681449,-1557311.28378883,-6559346.06619967,2007-10-18
"696",3017431.54201423,1773778.77306898,115575.081141983,-1542628.61078501,-6517239.686566,2007-10-19
"697",2908530.01419945,1671036.26526078,21044.6000092188,-1628947.06524234,-6578922.06099702,2007-11-02
"698",2936125.88282674,1700275.22557207,52474.3492325064,-1595326.52710706,-6538729.15612575,2007-11-05
"699",2965178.13462226,1730521.99053881,84313.7984275416,-1561894.39368373,-6500518.97001753,2007-11-06
"700",2929328.58257721,1694650.03596358,48411.9738120703,-1597826.08833944,-6536540.27479397,2007-11-07
"701",2902251.05893205,1668511.52133358,23525.4712022757,-1621460.57892902,-6556418.72932293,2007-11-08
"702",2944494.07540852,1706611.17313502,56100.6367703425,-1594409.89959433,-6545941.50868836,2007-11-09
"703",2910109.18569929,1670940.96758798,18716.6767728966,-1633507.61404219,-6590180.48648743,2007-11-13
"704",2909747.39330551,1676224.16985903,31526.5385970715,-1613171.09266489,-6547263.98645078,2007-11-14
"705",2990275.1884565,1746137.71567709,87287.7519712048,-1571562.21173468,-6548112.10285232,2007-11-15
"706",3043486.9073178,1799203.19954778,140158.25585443,-1518886.68783892,-6496021.51891898,2007-11-16
"707",3034923.30572707,1794517.40570325,140642.872338156,-1513231.66102694,-6474855.26112221,2007-11-19
"708",3065732.10278008,1825700.35924716,172324.701203261,-1481050.95684064,-6441177.93097233,2007-11-20
"709",3048001.36749449,1807720.52440003,154012.733607414,-1499695.0571852,-6460818.42956304,2007-11-21
"710",2975860.03627818,1752299.65897436,120885.82256927,-1510528.01383582,-6404769.5230511,2007-11-22
"711",2969188.05284117,1741258.12199778,104018.214206593,-1533221.6935846,-6444941.41695816,2007-11-23
"712",2975704.39583175,1747020.2252722,108774.664526129,-1529470.89621994,-6444207.57845814,2007-11-26
"713",2979490.44805048,1748057.90391165,106147.845059871,-1535762.21379191,-6461492.39034724,2007-11-27
"714",2985188.00417341,1747720.68941405,97764.269734907,-1552192.14994424,-6502061.40898167,2007-11-28
"715",3044165.46182113,1803137.00148073,148432.387693519,-1506272.22609369,-6470386.06745532,2007-11-29
"716",3088147.96589288,1841059.67390739,178275.284593407,-1484509.10472058,-6472862.27266254,2007-11-30
"717",3168722.92348684,1910998.37522407,234032.310873716,-1442933.75347664,-6473831.94652772,2007-12-03
"718",3221650.29973205,1966999.25508103,294131.195546336,-1378736.86398836,-6397341.04259244,2007-12-04
"719",3270980.85208515,2022027.64830175,356756.709923881,-1308514.22845399,-6304327.04358759,2007-12-05
"720",3265386.15091112,2017265.86515688,353105.484151239,-1311054.89685441,-6303536.03987134,2007-12-06
"721",3232906.34473443,1993391.22990391,340704.410129894,-1311982.40964412,-6270042.86896618,2007-12-07
"722",3171980.46198353,1937981.53360182,292649.62909286,-1352682.2754161,-6288677.98894296,2007-12-10
"723",3151922.32324794,1917923.39486623,272591.49035727,-1372740.41415168,-6308736.12767855,2007-12-11
"724",3110926.23547615,1868812.97753372,212661.966943813,-1443489.04364609,-6411942.07541581,2007-12-12
"725",3111274.07363423,1868585.1688093,211666.629042725,-1445251.91072385,-6416007.53002356,2007-12-13
"726",3142420.52675697,1895644.50131044,233276.467381726,-1429091.56654699,-6416195.66833313,2007-12-14
"727",3216912.19538194,1969073.78522299,305289.238344391,-1358495.30853421,-6349848.94917001,2007-12-17
"728",3223629.96023522,1975791.55007628,312007.003197676,-1351777.54368092,-6343131.18431672,2007-12-18
"729",3368640.82104768,2119425.30360546,453804.613682502,-1211816.07624046,-6208678.14600933,2007-12-19
"730",3362686.41361811,2069383.89667514,344980.540751184,-1379422.81517277,-6552632.88294464,2007-12-20
"731",3375277.3533017,2083828.3032336,361896.236476145,-1360035.83028131,-6525832.03055369,2007-12-21
"732",3291878.87396922,2002937.88931586,284349.909778053,-1434238.06975976,-6590002.00837319,2007-12-24
"733",3264527.51204613,1975586.52739277,256998.547854959,-1461589.43168285,-6617353.37029629,2007-12-27
"734",3139274.74994051,1858055.50055023,149763.168029857,-1558529.16449052,-6683406.16205164,2007-12-28
"735",3127799.62386816,1890285.93502444,240267.683232824,-1409750.5685588,-6359805.32393366,2007-12-31
"736",3114851.12244132,1876771.3943536,225998.423569966,-1424774.54721367,-6377093.45956456,2008-01-02
"737",3112984.84850285,1877285.58206792,229686.560154686,-1417912.46175855,-6360709.52749827,2008-01-03
"738",3142945.62634702,1900548.73444943,244019.545252636,-1412509.64394416,-6382097.21153453,2008-01-04
"739",3147482.98822414,1902855.33716701,243351.802424161,-1416151.73231869,-6394662.33654722,2008-01-07
"740",3164226.80779952,1921858.37778497,265367.137765562,-1391124.10225384,-6360597.82231206,2008-01-08
"741",3140164.69217184,1900910.80558553,248572.290137122,-1403766.22531129,-6360781.77165652,2008-01-09
"742",3148825.52678129,1899115.12426687,232834.587580971,-1433445.94910493,-6432287.55916262,2008-01-10
"743",3137629.94755252,1889638.70737023,225650.387127182,-1438337.93311587,-6430302.89384503,2008-01-11
"744",3135714.88838304,1885069.22315539,217541.669518531,-1449985.88411833,-6452568.54502892,2008-01-14
"745",3174290.70674188,1916351.18265199,239098.483865484,-1438154.21492103,-6469912.31128056,2008-01-15
"746",3187888.74935796,1927485.75814781,246948.43653428,-1433588.88507925,-6475200.84991985,2008-01-16
"747",3195111.18798844,1942260.82269836,271793.668978256,-1398673.48474185,-6410074.94590216,2008-01-17
"748",3140674.97806481,1889503.52141162,221274.912540687,-1446953.69633024,-6451639.52294303,2008-01-18
"749",3080906.51735992,1835031.94318849,173865.844293255,-1487300.25460198,-6470798.5512877,2008-01-21
"750",3012108.48465013,1772460.38515293,119596.252489982,-1533267.88017296,-6491860.2781618,2008-01-22
"751",2982684.56140731,1745980.65203777,97042.1062117152,-1551896.43961434,-6498712.07709249,2008-01-23
"752",2954500.11312763,1720635.57585071,75482.8594814714,-1569669.85688776,-6505128.00599547,2008-01-24
"753",2957088.28691316,1724925.69835848,82042.2469522372,-1560841.20445401,-6489491.55867273,2008-01-25
"754",2966206.84821451,1734813.41647168,92955.5074812261,-1548902.40150922,-6474476.12848057,2008-01-28
"755",2956322.35878227,1726039.16087128,85661.5636566371,-1554716.03355801,-6475848.82520195,2008-01-29
"756",2930998.85495558,1699433.68226354,57346.7853408208,-1584740.1115819,-6511000.80235006,2008-01-30
"757",2974553.63606187,1740714.53603284,95595.7359941294,-1549523.06404458,-6484879.46416072,2008-01-31
"758",3047659.53957344,1796565.19039866,128439.391498955,-1539686.40740075,-6544063.80409986,2008-02-01
"759",3066781.70121039,1810937.95295102,136479.621938517,-1537978.70907398,-6561353.70211148,2008-02-04
"760",3050324.82093926,1794665.82683106,120453.834686803,-1553758.15745746,-6576394.13389024,2008-02-05
"761",3055896.86005952,1801496.22798804,128962.051892743,-1543572.12420256,-6561174.65248846,2008-02-06
"762",2998949.02308415,1744990.13926791,73044.9608462451,-1598900.21757542,-6614735.7528404,2008-02-07
"763",2938848.01607823,1700725.68178877,49895.9027361486,-1600933.87631647,-6553423.21347433,2008-02-08
"764",2938983.55052293,1705587.00257372,61058.2719747832,-1583470.45862416,-6517056.65042097,2008-02-11
"765",2982589.35703731,1746641.03394017,98709.9364773296,-1549221.16098552,-6493014.45337405,2008-02-12
"766",2943569.93032128,1690146.85224939,18916.0814868696,-1652314.68927565,-6666007.0015632,2008-02-13
"767",2920566.23827283,1649889.1389044,-44346.993586845,-1738583.12607809,-6821291.52355182,2008-02-14
"768",2896176.18373349,1608311.29180771,-108841.897426653,-1825995.08666102,-6977454.65436412,2008-02-15
"769",2902709.81096439,1588272.01553659,-164311.711700467,-1916895.43893753,-7174646.62064871,2008-02-19
"770",2847281.04643764,1515067.10838589,-261218.142349775,-2037503.39308544,-7366359.14529244,2008-02-20
"771",2822051.51116265,1490004.63577796,-286057.864734954,-2062120.36524787,-7390307.86678661,2008-02-21
"772",2806757.45438594,1474415.51493295,-302040.404337708,-2078496.32360836,-7407864.08142033,2008-02-22
"773",2771399.3090364,1441341.3159869,-332069.341412429,-2105479.99881176,-7425711.97100974,2008-02-25
"774",2711409.64736225,1383693.788584,-386594.023120325,-2156881.83482465,-7467745.26993763,2008-02-26
"775",2704417.72792222,1372799.01768509,-402692.595964418,-2178184.20961393,-7504659.05056245,2008-02-27
"776",2761398.1670766,1422856.37991639,-361866.002963888,-2146588.38584417,-7500755.534485,2008-02-28
"777",2821551.86349055,1476213.0920897,-317571.936444776,-2111356.96497925,-7492712.05058268,2008-02-29
"778",2911067.74464656,1557203.58481,-247948.628305411,-2053100.84142082,-7468557.48076705,2008-03-03
"779",2981436.94332498,1623239.56065724,-187690.282899741,-1998620.12645672,-7431409.65712767,2008-03-04
"780",3058992.38884895,1695829.83639077,-121720.233553466,-1939270.3034977,-7391920.51333042,2008-03-05
"781",3106821.41914628,1737195.94471939,-88971.3545164554,-1915138.65375231,-7393640.55145985,2008-03-06
"782",3110956.31465282,1742211.96053229,-82780.5116284257,-1907772.98378914,-7382750.40027128,2008-03-07
"783",3153671.57832578,1784168.88566712,-41834.7045444334,-1867838.29475599,-7345849.06539064,2008-03-10
"784",3182451.28456903,1815250.04846993,-7684.93299554437,-1830619.91446102,-7299424.85885743,2008-03-11
"785",3190527.23115159,1826882.82791599,8690.29026851486,-1809502.24737896,-7264079.86032138,2008-03-12
"786",3214374.50881264,1855278.56616139,43150.6426263958,-1768977.2809086,-7205361.0515136,2008-03-13
"787",3274955.77276178,1915198.41402283,102188.602370898,-1710821.20928104,-7149850.64423684,2008-03-14
"788",3268108.48393327,1908202.6120707,94994.7829205973,-1718213.0462295,-7157836.5336798,2008-03-17
"789",3324680.34236701,1964041.7645959,149856.994234427,-1664327.77612705,-7106882.08721147,2008-03-18
"790",3340995.9409289,1980357.36315779,166172.592796318,-1648012.17756516,-7090566.48864958,2008-03-19
"791",3348499.66782517,1987865.00338749,173685.450803931,-1640494.10177963,-7083032.75953033,2008-03-20
"792",3347137.59410938,1988002.12146543,175821.491273502,-1636359.13891843,-7072901.02949422,2008-03-24
"793",3362213.325336,1999452.58249916,182438.258716702,-1634576.06506576,-7085619.03641312,2008-03-25
"794",3344753.25991017,1983348.65232654,168142.508881689,-1647063.63456316,-7092682.0648977,2008-03-26
"795",3404839.62752172,2026541.84067994,188811.458224233,-1648918.92423147,-7162110.0715986,2008-03-27
"796",3452845.0344217,2067796.65001595,221065.470808292,-1625665.70839937,-7165859.24602235,2008-03-28
"797",3559344.44207798,2165677.56898448,307455.071526482,-1550767.42593152,-7125434.91830551,2008-03-31
"798",3586489.93061421,2180111.55098012,304940.378134665,-1570230.79471079,-7195744.31324714,2008-04-01
"799",3582919.60501517,2171519.28591307,289652.19377695,-1592214.89835917,-7237816.17476755,2008-04-02
"800",3547122.747373,2149716.90197036,286509.108100177,-1576698.68577001,-7166322.06738056,2008-04-03
"801",3499278.72824676,2099924.76589888,234119.48276837,-1631685.80036214,-7229101.64975367,2008-04-04
"802",3402855.02288256,2010619.73461849,154306.016933072,-1702007.70075235,-7270948.85380862,2008-04-07
"803",3334817.95245269,1957103.62027501,120151.177371433,-1716801.26553214,-7227658.59424287,2008-04-08
"804",3295321.22245952,1920319.44889352,86983.7508055052,-1746351.94728251,-7246359.04154654,2008-04-09
"805",3264645.75911991,1886328.3115587,48571.714810409,-1789184.88193788,-7302454.67218274,2008-04-10
"806",3251486.82022791,1871205.18316145,30829.6670728307,-1809545.84901579,-7330672.39728164,2008-04-11
"807",3215077.19238686,1835163.35825976,-4721.75390971545,-1844606.86607919,-7364262.20258761,2008-04-14
"808",3246457.97440091,1860766.72820425,13178.3999420388,-1834409.92832017,-7377174.91310681,2008-04-15
"809",3277916.98165805,1892779.15323816,45928.7153449679,-1800921.72254822,-7341473.03622779,2008-04-16
"810",3312485.47365707,1932338.06239165,92141.5140377659,-1748055.03431612,-7268644.67937778,2008-04-17
"811",3371051.73614657,1991236.84407648,151483.654649694,-1688269.53477709,-7207529.10305746,2008-04-18
"812",3394548.29689626,2011357.05649521,167102.069293798,-1677152.91790761,-7209917.87951184,2008-04-21
"813",3397632.5292818,2021706.66494143,187138.845820932,-1647428.97329956,-7151132.43066105,2008-04-22
"814",3385798.59001391,2010496.67708852,176760.793188002,-1656975.09071252,-7158182.74241407,2008-04-23
"815",3404595.73203362,2021389.56764915,177114.681803193,-1667160.20404276,-7199984.86158063,2008-04-24
"816",3375075.38056898,1998964.99124266,164151.138807568,-1670662.71362752,-7175104.27093279,2008-04-25
"817",3392805.91600805,2014084.36948138,175788.974112482,-1662506.42125642,-7177392.6073631,2008-04-28
"818",3416896.00807397,2037780.93467769,198960.836815991,-1639859.26104571,-7156319.55463082,2008-04-29
"819",3460983.79652965,2070663.60432967,216903.348063024,-1636856.90820362,-7198137.67700354,2008-04-30
"820",3735505.49724129,2350267.19303492,503282.787426429,-1343701.61818206,-6884654.83500755,2008-05-01
"821",4015717.44773949,2629307.64168119,780761.233603452,-1067785.17447429,-6613424.3987075,2008-05-02
"822",4263293.4881253,2873154.42185862,1019635.66683637,-833883.088185872,-6394439.3532526,2008-05-05
"823",4509222.00998455,3108248.09690072,1240282.87945562,-627682.337989478,-6231577.99032478,2008-05-06
"824",4768158.67120901,3371513.16927569,1509319.16669792,-352874.835879842,-5939456.84361313,2008-05-07
"825",4704581.48686897,3309168.15068344,1448617.03576941,-411934.079144629,-5993587.42388674,2008-05-08
"826",4661942.8817645,3269902.37980736,1413848.37719785,-442205.625411668,-6010367.63324021,2008-05-09
"827",4619119.1893669,3235344.61003359,1390311.83758918,-454720.934855235,-5989819.25218848,2008-05-12
"828",4570637.65780239,3196858.95493364,1365154.01777531,-466550.91938302,-5961665.73085801,2008-05-13
"829",4545662.98571981,3171185.10151333,1338547.92257136,-494089.256370615,-5992000.79319653,2008-05-14
"830",4547190.17466998,3170033.55524466,1333824.72934422,-502384.096556214,-6011010.57425752,2008-05-15
"831",4532471.40745202,3152156.92861147,1311737.62349075,-528681.681629971,-6049939.59699214,2008-05-16
"832",4512513.67279612,3128885.30397069,1284047.47887012,-560790.34623045,-6095303.82153216,2008-05-20
"833",4526950.43703707,3138622.7084684,1287519.07037685,-563584.567714707,-6116895.48198937,2008-05-21
"834",4451420.6033224,3066776.10024732,1220583.42948055,-625609.241286221,-6164187.25358654,2008-05-22
"835",4370188.11016195,2989697.21318951,1149042.68389292,-691611.845403676,-6213575.43329345,2008-05-23
"836",4276750.29556386,2899741.40457725,1063729.54992844,-772282.304720366,-6280317.86866679,2008-05-26
"837",4265776.96500065,2890290.90004229,1056309.48009782,-777671.939846645,-6279616.19968005,2008-05-27
"838",4184335.21891868,2809738.38612693,976942.609071275,-855853.167984384,-6354240.49915136,2008-05-28
"839",4144840.48318322,2772299.81628257,942245.593748368,-887808.628785833,-6377971.29638843,2008-05-29
"840",4157757.05160236,2781483.07152334,946451.098084643,-888580.875354055,-6393676.79567015,2008-05-30
"841",4228311.14172913,2849591.0738821,1011297.65008606,-826995.773709979,-6341876.0450981,2008-06-02
"842",4177654.56759579,2802070.62285324,967958.696529841,-866153.229793558,-6368489.00876375,2008-06-03
"843",4177774.67007171,2806476.66616423,978079.327620923,-850318.010922387,-6335510.02655231,2008-06-04
"844",4226186.5124111,2847149.7612476,1008434.0930296,-830281.575188392,-6346428.57984238,2008-06-05
"845",4220332.40724329,2839847.2175996,999200.298074685,-841446.62145023,-6363387.38002497,2008-06-06
"846",4193251.91312967,2815186.35755927,977765.616798736,-859655.1239618,-6371917.34624341,2008-06-09
"847",4220242.78853959,2838865.72086531,997029.63063293,-844806.45959945,-6370314.73029659,2008-06-10
"848",4246296.6556838,2861413.27165931,1014902.09296,-831609.085739318,-6371142.62183726,2008-06-11
"849",4211092.7786671,2829622.46475006,987662.046194017,-854298.372362031,-6380179.62803017,2008-06-12
"850",4215302.71914131,2827602.19935891,977334.839649048,-872932.520060817,-6423734.59919041,2008-06-13
"851",4233383.0127483,2840744.38524574,983892.881908993,-872958.621427754,-6443513.13143799,2008-06-16
"852",4249428.5595519,2858473.84339989,1003867.5551972,-850738.733005486,-6414557.59761354,2008-06-17
"853",4225774.70491354,2839146.86017626,990309.733859895,-858527.392456471,-6405038.77140557,2008-06-18
"854",4240182.28816398,2854125.23459866,1006049.16317824,-842026.908242193,-6386255.12250348,2008-06-19
"855",4255881.37368775,2875711.71051845,1035485.49295938,-804740.724599688,-6325419.37727689,2008-06-20
